,nombre,marca,precio,color,talla,categoria
264,Vestido Escote Corsé Popelin,Natural by Lila,39.95,sin definir,M,largo
265,Vestido Estampado Lurex Halter,Natural by Lila,39.95,sin definir,S,largo
266,Vestido Estampado Lurex Halter,Natural by Lila,39.95,sin definir,M,largo
267,Vestido Leira Asimétrico,Natural by Lila,39.95,sin definir,S,largo
268,Vestido Leira Asimétrico,Natural by Lila,39.95,sin definir,M,largo
269,Vestido Tirante Retorcido,Natural by Lila,39.95,sin definir,S,largo
270,Vestido Tirante Retorcido,Natural by Lila,39.95,sin definir,M,largo
271,Vestido Valeria Rombos,Natural by Lila,39.95,sin definir,S,largo
272,Vestido Valeria Rombos,Natural by Lila,39.95,sin definir,M,largo
273,Vestido Valeria Tiedye,Natural by Lila,39.95,sin definir,S,largo
274,Vestido Valeria Tiedye,Natural by Lila,39.95,sin definir,M,largo
275,Vestido Bardot Espalda Abierta,Natural by Lila,39.95,sin definir,S,largo
276,Vestido Bardot Espalda Abierta,Natural by Lila,39.95,sin definir,M,largo
277,Vestido Midi Cutout Bañera,Natural by Lila,29.95,sin definir,S,largo
278,Vestido Midi Cutout Bañera,Natural by Lila,29.95,sin definir,M,largo
279,Vestido Asimétrico con Flor,Natural by Lila,49.95,sin definir,S,largo
280,Vestido Asimétrico con Flor,Natural by Lila,49.95,sin definir,M,largo
281,Vestido Boho Pedrería,Natural by Lila,49.95,sin definir,S,largo
282,Vestido Crochet Lurex Oro,Natural by Lila,29.95,sin definir,S,largo
283,Vestido Crochet Lurex Oro,Natural by Lila,29.95,sin definir,M,largo
284,Vestido Glow,Natural by Lila,59.95,sin definir,S,largo
285,Vestido Glow,Natural by Lila,59.95,sin definir,M,largo
286,Vestido Mermaid Lycra,Natural by Lila,49.95,sin definir,S,largo
287,Vestido Mermaid Lycra,Natural by Lila,49.95,sin definir,M,largo
288,Vestido Mermaid Raso,Natural by Lila,49.95,sin definir,S,largo
289,Vestido Mermaid Raso,Natural by Lila,49.95,sin definir,M,largo
290,Vestido Miracle,Natural by Lila,59.95,sin definir,S,largo
291,Vestido Miracle,Natural by Lila,59.95,sin definir,M,largo
292,Vestido Mykonos,Natural by Lila,39.95,sin definir,S,largo
293,Vestido Mykonos,Natural by Lila,39.95,sin definir,M,largo
294,Vestido Noe Espalda Cruzada,Natural by Lila,49.95,sin definir,S,largo
295,Vestido Noe Espalda Cruzada,Natural by Lila,49.95,sin definir,M,largo
296,Vestido Asimétrico Escote Cut Out,Natural by Lila,39.95,sin definir,S,largo
297,Vestido Asimétrico Escote Cut Out,Natural by Lila,39.95,sin definir,M,largo
298,Vestido Bardot Asimétrico,Natural by Lila,49.95,sin definir,S,largo
299,Vestido Bardot Asimétrico,Natural by Lila,49.95,sin definir,M,largo
300,Vestido Bardot Espalda Descubierta,Natural by Lila,39.95,sin definir,S,largo
301,Vestido Bardot Espalda Descubierta,Natural by Lila,39.95,sin definir,M,largo
302,Vestido Largo Cascada Lurex,Natural by Lila,49.95,sin definir,S,largo
303,Vestido Escote Recto Drapeado,Natural by Lila,39.95,sin definir,S,largo
304,Vestido Escote Recto Drapeado,Natural by Lila,39.95,sin definir,M,largo
305,Vestido Gala Elástico Brillante,Natural by Lila,59.0,sin definir,S,largo
306,Vestido Gala Elástico Brillante,Natural by Lila,59.0,sin definir,M,largo
307,Vestido Midi Cut Out Metalizado,Natural by Lila,34.95,sin definir,S,largo
308,Vestido Midi Cut Out Metalizado,Natural by Lila,34.95,sin definir,M,largo
309,Vestido Sofia Green,Natural by Lila,99.0,sin definir,S,largo
310,Vestido Sofia Green,Natural by Lila,99.0,sin definir,L,largo
311,Vestido Sofia Green,Natural by Lila,99.0,sin definir,M,largo
312,Vestido Sofia Klein,Natural by Lila,99.0,sin definir,S,largo
313,Vestido Sofia Klein,Natural by Lila,99.0,sin definir,L,largo
314,Vestido Sofia Klein,Natural by Lila,99.0,sin definir,M,largo
315,Vestido Sofia Pink,Natural by Lila,99.0,sin definir,S,largo
316,Vestido Sofia Pink,Natural by Lila,99.0,sin definir,L,largo
317,Vestido Sofia Pink,Natural by Lila,99.0,sin definir,M,largo
318,Vestido Sofia Sky,Natural by Lila,99.0,sin definir,S,largo
319,Vestido Sofia Sky,Natural by Lila,99.0,sin definir,L,largo
320,Vestido Sofia Sky,Natural by Lila,99.0,sin definir,M,largo
321,Vestido Tie Dye Cut Out,Natural by Lila,29.95,sin definir,S,largo
322,Vestido Tie Dye Cut Out,Natural by Lila,29.95,sin definir,M,largo
323,Vestido Espalda Cruzada,Natural by Lila,69.95,sin definir,S,largo
324,Vestido Audrey,Natural by Lila,29.95,sin definir,S,largo
325,Vestido Audrey,Natural by Lila,29.95,sin definir,M,largo
326,Vestido Bertha,Natural by Lila,49.95,sin definir,S,largo
327,Vestido Bow,Natural by Lila,39.95,sin definir,S,largo
328,Vestido Bow,Natural by Lila,39.95,sin definir,M,largo
329,Vestido Gasa con Cinturón,Natural by Lila,49.95,sin definir,S,largo
330,Vestido Gasa con Cinturón,Natural by Lila,49.95,sin definir,M,largo
331,Vestido Midi Raso,Natural by Lila,39.95,sin definir,S,largo
332,Vestido Midi Raso,Natural by Lila,39.95,sin definir,M,largo
333,Vestido Halter Drapeado,Natural by Lila,49.95,sin definir,S,largo
334,Vestido Halter Drapeado,Natural by Lila,49.95,sin definir,M,largo
335,Vestido Nicole,Natural by Lila,39.95,sin definir,S,largo
336,Vestido Nicole,Natural by Lila,39.95,sin definir,M,largo
337,Vestido Mimi,Natural by Lila,39.95,sin definir,S,largo
338,Vestido Mimi,Natural by Lila,39.95,sin definir,M,largo
339,Vestido Anudado Manga Larga,Natural by Lila,34.95,sin definir,S,largo
340,Vestido Anudado Manga Larga,Natural by Lila,34.95,sin definir,M,largo
341,Vestido Halter Largo,Natural by Lila,39.95,sin definir,S,largo
342,Vestido Halter Largo,Natural by Lila,39.95,sin definir,M,largo
