,nombre,marca,precio,color,talla,categoria
279,sheer lace bodycon mini dress,Forever21,29.99,granate,M,mini
280,sheer lace bodycon mini dress,Forever21,29.99,granate,L,mini
281,sheer lace bodycon mini dress,Forever21,29.99,granate,XL,mini
282,foldover off-the-shoulder midi dress,Forever21,34.99,negro,XS,midi
283,foldover off-the-shoulder midi dress,Forever21,34.99,negro,S,midi
284,foldover off-the-shoulder midi dress,Forever21,34.99,negro,M,midi
285,foldover off-the-shoulder midi dress,Forever21,34.99,negro,L,midi
286,foldover off-the-shoulder midi dress,Forever21,34.99,negro,XL,midi
287,foldover off-the-shoulder midi dress,Forever21,34.99,verde,XS,midi
288,foldover off-the-shoulder midi dress,Forever21,34.99,verde,S,midi
289,foldover off-the-shoulder midi dress,Forever21,34.99,verde,M,midi
290,foldover off-the-shoulder midi dress,Forever21,34.99,verde,L,midi
291,foldover off-the-shoulder midi dress,Forever21,34.99,verde,XL,midi
292,sheer square-neck mini dress,Forever21,29.99,negro,XS,mini
293,sheer square-neck mini dress,Forever21,29.99,negro,S,mini
294,sheer square-neck mini dress,Forever21,29.99,negro,M,mini
295,sheer square-neck mini dress,Forever21,29.99,negro,L,mini
296,sheer square-neck mini dress,Forever21,29.99,negro,XL,mini
297,sheer square-neck mini dress,Forever21,29.99,granate,XS,mini
298,sheer square-neck mini dress,Forever21,29.99,granate,S,mini
299,sheer square-neck mini dress,Forever21,29.99,granate,M,mini
300,sheer square-neck mini dress,Forever21,29.99,granate,L,mini
301,sheer square-neck mini dress,Forever21,29.99,granate,XL,mini
302,satin sash mini tube dress,Forever21,39.99,negro,XS,mini
303,satin sash mini tube dress,Forever21,39.99,negro,S,mini
304,satin sash mini tube dress,Forever21,39.99,negro,M,mini
305,satin sash mini tube dress,Forever21,39.99,negro,L,mini
306,satin sash mini tube dress,Forever21,39.99,negro,XL,mini
307,satin sash mini tube dress,Forever21,39.99,rojo,XS,mini
308,satin sash mini tube dress,Forever21,39.99,rojo,S,mini
309,satin sash mini tube dress,Forever21,39.99,rojo,M,mini
310,satin sash mini tube dress,Forever21,39.99,rojo,L,mini
311,satin sash mini tube dress,Forever21,39.99,rojo,XL,mini
312,sleeveless blazer mini dress,Forever21,44.99,negro,XS,mini
313,sleeveless blazer mini dress,Forever21,44.99,negro,S,mini
314,sleeveless blazer mini dress,Forever21,44.99,negro,M,mini
315,sleeveless blazer mini dress,Forever21,44.99,negro,L,mini
316,sleeveless blazer mini dress,Forever21,44.99,negro,XL,mini
317,velvet blazer mini dress,Forever21,54.99,negro,XS,mini
318,velvet blazer mini dress,Forever21,54.99,negro,S,mini
319,velvet blazer mini dress,Forever21,54.99,negro,M,mini
320,velvet blazer mini dress,Forever21,54.99,negro,L,mini
321,velvet blazer mini dress,Forever21,54.99,negro,XL,mini
322,strapless wide-leg jumpsuit,Forever21,54.99,negro,XS,
323,strapless wide-leg jumpsuit,Forever21,54.99,negro,S,
324,strapless wide-leg jumpsuit,Forever21,54.99,negro,M,
325,strapless wide-leg jumpsuit,Forever21,54.99,negro,L,
