,nombre,marca,precio,color,talla,categoria
309,vestido midi verde abotonado con estampado de leopardo de vero moda,VeroModa,63.0,green,XS,midi
310,vestido midi verde abotonado con estampado de leopardo de vero moda,VeroModa,63.0,green,S,midi
311,vestido midi verde abotonado con estampado de leopardo de vero moda,VeroModa,63.0,green,M,midi
312,vestido midi verde abotonado con estampado de leopardo de vero moda,VeroModa,63.0,green,L,midi
313,vestido midi verde abotonado con estampado de leopardo de vero moda,VeroModa,63.0,green,XL,midi
314,vestido midi verde abotonado con estampado de leopardo de vero moda,VeroModa,63.0,green,XXL,midi
315,vestido largo color piedra de manga larga con detalle de costuras de vero moda,VeroModa,69.0,stone,XXS,largo
316,vestido largo color piedra de manga larga con detalle de costuras de vero moda,VeroModa,69.0,stone,XS,largo
317,vestido largo color piedra de manga larga con detalle de costuras de vero moda,VeroModa,69.0,stone,S,largo
318,vestido largo color piedra de manga larga con detalle de costuras de vero moda,VeroModa,69.0,stone,M,largo
319,vestido largo color piedra de manga larga con detalle de costuras de vero moda,VeroModa,69.0,stone,L,largo
320,vestido largo color piedra de manga larga con detalle de costuras de vero moda,VeroModa,69.0,stone,XL,largo
321,vestido largo color piedra de manga larga con detalle de costuras de vero moda,VeroModa,69.0,stone,XXL,largo
322,vestido corto negro plisado con cuello alto de vero moda,VeroModa,63.0,black,XXS,corto
323,vestido corto negro plisado con cuello alto de vero moda,VeroModa,63.0,black,XS,corto
324,vestido corto negro plisado con cuello alto de vero moda,VeroModa,63.0,black,S,corto
325,vestido corto negro plisado con cuello alto de vero moda,VeroModa,63.0,black,M,corto
326,vestido corto negro plisado con cuello alto de vero moda,VeroModa,63.0,black,L,corto
327,vestido corto negro plisado con cuello alto de vero moda,VeroModa,63.0,black,XL,corto
328,vestido corto negro plisado con cuello alto de vero moda,VeroModa,63.0,black,XXL,corto
329,vestido corto verde medio plisado con mangas acampanadas de vero moda curve,VeroModa,69.0,med green,XL,corto
330,vestido corto verde medio plisado con mangas acampanadas de vero moda curve,VeroModa,69.0,med green,XL,corto
331,vestido corto verde medio plisado con mangas acampanadas de vero moda curve,VeroModa,69.0,med green,XXL,corto
332,vestido corto verde medio plisado con mangas acampanadas de vero moda curve,VeroModa,69.0,med green,3XL,corto
333,vestido marrón corto plisado con estampado abstracto y mangas anchas de vero moda,VeroModa,81.0,brown,XXS,corto
334,vestido marrón corto plisado con estampado abstracto y mangas anchas de vero moda,VeroModa,81.0,brown,XS,corto
335,vestido marrón corto plisado con estampado abstracto y mangas anchas de vero moda,VeroModa,81.0,brown,S,corto
336,vestido marrón corto plisado con estampado abstracto y mangas anchas de vero moda,VeroModa,81.0,brown,M,corto
337,vestido marrón corto plisado con estampado abstracto y mangas anchas de vero moda,VeroModa,81.0,brown,L,corto
338,vestido marrón corto plisado con estampado abstracto y mangas anchas de vero moda,VeroModa,81.0,brown,XL,corto
339,vestido marrón corto plisado con estampado abstracto y mangas anchas de vero moda,VeroModa,81.0,brown,XXL,corto
340,vestido corto negro con espalda baja de satén de vero moda tall,VeroModa,40.0,black,XXS,corto
341,vestido corto negro con espalda baja de satén de vero moda tall,VeroModa,40.0,black,XS,corto
342,vestido corto negro con espalda baja de satén de vero moda tall,VeroModa,40.0,black,S,corto
343,vestido corto negro con espalda baja de satén de vero moda tall,VeroModa,40.0,black,M,corto
344,vestido corto negro con espalda baja de satén de vero moda tall,VeroModa,40.0,black,L,corto
345,vestido corto negro con espalda baja de satén de vero moda tall,VeroModa,40.0,black,XL,corto
346,vestido corto negro con espalda baja de satén de vero moda tall,VeroModa,40.0,black,XXL,corto
347,vestido largo a rayas de canalé supersuave de hilos mezclados de vero moda,VeroModa,76.0,multi,XXS,largo
348,vestido largo a rayas de canalé supersuave de hilos mezclados de vero moda,VeroModa,76.0,multi,XS,largo
349,vestido largo a rayas de canalé supersuave de hilos mezclados de vero moda,VeroModa,76.0,multi,S,largo
350,vestido largo a rayas de canalé supersuave de hilos mezclados de vero moda,VeroModa,76.0,multi,M,largo
351,vestido largo a rayas de canalé supersuave de hilos mezclados de vero moda,VeroModa,76.0,multi,L,largo
352,vestido largo a rayas de canalé supersuave de hilos mezclados de vero moda,VeroModa,76.0,multi,XL,largo
353,vestido largo a rayas de canalé supersuave de hilos mezclados de vero moda,VeroModa,76.0,multi,XXL,largo
354,vestido corto negro con espalda escotada de satén de vero moda,VeroModa,40.0,black,XXS,corto
355,vestido corto negro con espalda escotada de satén de vero moda,VeroModa,40.0,black,XS,corto
356,vestido corto negro con espalda escotada de satén de vero moda,VeroModa,40.0,black,S,corto
357,vestido corto negro con espalda escotada de satén de vero moda,VeroModa,40.0,black,M,corto
358,vestido corto negro con espalda escotada de satén de vero moda,VeroModa,40.0,black,L,corto
359,vestido corto negro con espalda escotada de satén de vero moda,VeroModa,40.0,black,XL,corto
360,vestido corto negro con espalda escotada de satén de vero moda,VeroModa,40.0,black,XXL,corto
361,vestido largo negro con ribetes en contraste de punto de canalé de vero moda,VeroModa,76.0,black,XXS,largo
362,vestido largo negro con ribetes en contraste de punto de canalé de vero moda,VeroModa,76.0,black,XS,largo
363,vestido largo negro con ribetes en contraste de punto de canalé de vero moda,VeroModa,76.0,black,S,largo
364,vestido largo negro con ribetes en contraste de punto de canalé de vero moda,VeroModa,76.0,black,M,largo
365,vestido largo negro con ribetes en contraste de punto de canalé de vero moda,VeroModa,76.0,black,L,largo
366,vestido largo negro con ribetes en contraste de punto de canalé de vero moda,VeroModa,76.0,black,XL,largo
367,vestido largo negro con ribetes en contraste de punto de canalé de vero moda,VeroModa,76.0,black,XXL,largo
368,vestido corto negro con espalda escotada de satén de vero moda petite,VeroModa,40.0,black,XXL,corto
369,vestido corto negro con espalda escotada de satén de vero moda petite,VeroModa,40.0,black,XXS,corto
370,vestido corto negro con espalda escotada de satén de vero moda petite,VeroModa,40.0,black,XS,corto
371,vestido corto negro con espalda escotada de satén de vero moda petite,VeroModa,40.0,black,S,corto
372,vestido corto negro con espalda escotada de satén de vero moda petite,VeroModa,40.0,black,M,corto
373,vestido corto negro con espalda escotada de satén de vero moda petite,VeroModa,40.0,black,L,corto
374,vestido corto negro con espalda escotada de satén de vero moda petite,VeroModa,40.0,black,XL,corto
375,vestido de tonos neutros de manga larga con estampado difuminado de malla de vero moda,VeroModa,76.0,brown,XS,
376,vestido de tonos neutros de manga larga con estampado difuminado de malla de vero moda,VeroModa,76.0,brown,S,
377,vestido de tonos neutros de manga larga con estampado difuminado de malla de vero moda,VeroModa,76.0,brown,M,
378,vestido de tonos neutros de manga larga con estampado difuminado de malla de vero moda,VeroModa,76.0,brown,L,
379,vestido de tonos neutros de manga larga con estampado difuminado de malla de vero moda,VeroModa,76.0,brown,XL,
380,vestido de tonos neutros de manga larga con estampado difuminado de malla de vero moda,VeroModa,76.0,brown,XXL,
381,vestido largo verde de manga larga con estampado floral difuminado de malla de vero moda,VeroModa,72.0,green,XXS,largo
382,vestido largo verde de manga larga con estampado floral difuminado de malla de vero moda,VeroModa,72.0,green,XS,largo
383,vestido largo verde de manga larga con estampado floral difuminado de malla de vero moda,VeroModa,72.0,green,S,largo
384,vestido largo verde de manga larga con estampado floral difuminado de malla de vero moda,VeroModa,72.0,green,M,largo
385,vestido largo verde de manga larga con estampado floral difuminado de malla de vero moda,VeroModa,72.0,green,L,largo
386,vestido largo verde de manga larga con estampado floral difuminado de malla de vero moda,VeroModa,72.0,green,XL,largo
387,vestido largo verde de manga larga con estampado floral difuminado de malla de vero moda,VeroModa,72.0,green,XXL,largo
388,vestido midi negro con ribetes blancos en contraste de punto acanalado de vero moda,VeroModa,58.0,black,XXS,midi
389,vestido midi negro con ribetes blancos en contraste de punto acanalado de vero moda,VeroModa,58.0,black,XS,midi
390,vestido midi negro con ribetes blancos en contraste de punto acanalado de vero moda,VeroModa,58.0,black,S,midi
391,vestido midi negro con ribetes blancos en contraste de punto acanalado de vero moda,VeroModa,58.0,black,M,midi
392,vestido midi negro con ribetes blancos en contraste de punto acanalado de vero moda,VeroModa,58.0,black,L,midi
393,vestido midi negro con ribetes blancos en contraste de punto acanalado de vero moda,VeroModa,58.0,black,XL,midi
394,vestido midi negro con ribetes blancos en contraste de punto acanalado de vero moda,VeroModa,58.0,black,XXL,midi
395,vestido largo gris de satén con ribete de encaje de vero moda,VeroModa,63.0,grey,XXS,largo
396,vestido largo gris de satén con ribete de encaje de vero moda,VeroModa,63.0,grey,XS,largo
397,vestido largo gris de satén con ribete de encaje de vero moda,VeroModa,63.0,grey,S,largo
398,vestido largo gris de satén con ribete de encaje de vero moda,VeroModa,63.0,grey,M,largo
399,vestido largo gris de satén con ribete de encaje de vero moda,VeroModa,63.0,grey,L,largo
400,vestido largo gris de satén con ribete de encaje de vero moda,VeroModa,63.0,grey,XL,largo
401,vestido largo gris de satén con ribete de encaje de vero moda,VeroModa,63.0,grey,XXL,largo
402,vestido largo negro de satén con ribete de encaje de vero moda petite,VeroModa,63.0,black,XXL,largo
403,vestido largo negro de satén con ribete de encaje de vero moda petite,VeroModa,63.0,black,XXS,largo
404,vestido largo negro de satén con ribete de encaje de vero moda petite,VeroModa,63.0,black,XS,largo
405,vestido largo negro de satén con ribete de encaje de vero moda petite,VeroModa,63.0,black,S,largo
406,vestido largo negro de satén con ribete de encaje de vero moda petite,VeroModa,63.0,black,M,largo
407,vestido largo negro de satén con ribete de encaje de vero moda petite,VeroModa,63.0,black,L,largo
408,vestido largo negro de satén con ribete de encaje de vero moda petite,VeroModa,63.0,black,XL,largo
409,vestido midi negro con ribetes blancos en contraste de punto acanalado de vero moda petite,VeroModa,58.0,black,XXL,midi
410,vestido midi negro con ribetes blancos en contraste de punto acanalado de vero moda petite,VeroModa,58.0,black,XXS,midi
411,vestido midi negro con ribetes blancos en contraste de punto acanalado de vero moda petite,VeroModa,58.0,black,XS,midi
412,vestido midi negro con ribetes blancos en contraste de punto acanalado de vero moda petite,VeroModa,58.0,black,S,midi
413,vestido midi negro con ribetes blancos en contraste de punto acanalado de vero moda petite,VeroModa,58.0,black,M,midi
414,vestido midi negro con ribetes blancos en contraste de punto acanalado de vero moda petite,VeroModa,58.0,black,L,midi
415,vestido midi negro con ribetes blancos en contraste de punto acanalado de vero moda petite,VeroModa,58.0,black,XL,midi
416,vestido largo negro de satén con ribete de encaje de vero moda,VeroModa,63.0,black,XXS,largo
417,vestido largo negro de satén con ribete de encaje de vero moda,VeroModa,63.0,black,XS,largo
418,vestido largo negro de satén con ribete de encaje de vero moda,VeroModa,63.0,black,S,largo
419,vestido largo negro de satén con ribete de encaje de vero moda,VeroModa,63.0,black,M,largo
420,vestido largo negro de satén con ribete de encaje de vero moda,VeroModa,63.0,black,L,largo
421,vestido largo negro de satén con ribete de encaje de vero moda,VeroModa,63.0,black,XL,largo
422,vestido largo negro de satén con ribete de encaje de vero moda,VeroModa,63.0,black,XXL,largo
423,vestido midi azul marino abotonado con estampado floral de vero moda,VeroModa,63.0,navy,XXS,midi
424,vestido midi azul marino abotonado con estampado floral de vero moda,VeroModa,63.0,navy,XS,midi
425,vestido midi azul marino abotonado con estampado floral de vero moda,VeroModa,63.0,navy,S,midi
426,vestido midi azul marino abotonado con estampado floral de vero moda,VeroModa,63.0,navy,M,midi
427,vestido midi azul marino abotonado con estampado floral de vero moda,VeroModa,63.0,navy,L,midi
428,vestido midi azul marino abotonado con estampado floral de vero moda,VeroModa,63.0,navy,XL,midi
429,vestido midi azul marino abotonado con estampado floral de vero moda,VeroModa,63.0,navy,XXL,midi
430,vestido largo a rayas de canalé supersuave de hilos mezclados de vero moda tall,VeroModa,76.0,multi,XXS,largo
431,vestido largo a rayas de canalé supersuave de hilos mezclados de vero moda tall,VeroModa,76.0,multi,XS,largo
432,vestido largo a rayas de canalé supersuave de hilos mezclados de vero moda tall,VeroModa,76.0,multi,S,largo
433,vestido largo a rayas de canalé supersuave de hilos mezclados de vero moda tall,VeroModa,76.0,multi,M,largo
434,vestido largo a rayas de canalé supersuave de hilos mezclados de vero moda tall,VeroModa,76.0,multi,L,largo
435,vestido largo a rayas de canalé supersuave de hilos mezclados de vero moda tall,VeroModa,76.0,multi,XL,largo
436,vestido largo a rayas de canalé supersuave de hilos mezclados de vero moda tall,VeroModa,76.0,multi,XXL,largo
437,vestido semilargo color crema melange con cuello tipo polo de tejido muy suave de vero moda petite,VeroModa,65.0,birch,XXL,largo
438,vestido semilargo color crema melange con cuello tipo polo de tejido muy suave de vero moda petite,VeroModa,65.0,birch,XXS,largo
439,vestido semilargo color crema melange con cuello tipo polo de tejido muy suave de vero moda petite,VeroModa,65.0,birch,XS,largo
440,vestido semilargo color crema melange con cuello tipo polo de tejido muy suave de vero moda petite,VeroModa,65.0,birch,S,largo
441,vestido semilargo color crema melange con cuello tipo polo de tejido muy suave de vero moda petite,VeroModa,65.0,birch,M,largo
442,vestido semilargo color crema melange con cuello tipo polo de tejido muy suave de vero moda petite,VeroModa,65.0,birch,L,largo
443,vestido semilargo color crema melange con cuello tipo polo de tejido muy suave de vero moda petite,VeroModa,65.0,birch,XL,largo
444,vestido largo negro jaspeado de canalé suave de vero moda (parte de un conjunto),VeroModa,47.0,black,XXS,largo
445,vestido largo negro jaspeado de canalé suave de vero moda (parte de un conjunto),VeroModa,47.0,black,XS,largo
446,vestido largo negro jaspeado de canalé suave de vero moda (parte de un conjunto),VeroModa,47.0,black,S,largo
447,vestido largo negro jaspeado de canalé suave de vero moda (parte de un conjunto),VeroModa,47.0,black,M,largo
448,vestido largo negro jaspeado de canalé suave de vero moda (parte de un conjunto),VeroModa,47.0,black,L,largo
449,vestido largo negro jaspeado de canalé suave de vero moda (parte de un conjunto),VeroModa,47.0,black,XL,largo
450,vestido largo negro jaspeado de canalé suave de vero moda (parte de un conjunto),VeroModa,47.0,black,XXL,largo
451,vestido corto gris claro jaspeado abotonado de punto de vero moda,VeroModa,87.0,light grey,XXS,corto
452,vestido corto gris claro jaspeado abotonado de punto de vero moda,VeroModa,87.0,light grey,XS,corto
453,vestido corto gris claro jaspeado abotonado de punto de vero moda,VeroModa,87.0,light grey,S,corto
454,vestido corto gris claro jaspeado abotonado de punto de vero moda,VeroModa,87.0,light grey,M,corto
455,vestido corto gris claro jaspeado abotonado de punto de vero moda,VeroModa,87.0,light grey,L,corto
456,vestido corto gris claro jaspeado abotonado de punto de vero moda,VeroModa,87.0,light grey,XL,corto
457,vestido corto gris claro jaspeado abotonado de punto de vero moda,VeroModa,87.0,light grey,XXL,corto
458,vestido verde de manga larga con estampado degradado de malla de vero moda,VeroModa,76.0,green ombre,XXS,
459,vestido verde de manga larga con estampado degradado de malla de vero moda,VeroModa,76.0,green ombre,XS,
460,vestido verde de manga larga con estampado degradado de malla de vero moda,VeroModa,76.0,green ombre,S,
461,vestido verde de manga larga con estampado degradado de malla de vero moda,VeroModa,76.0,green ombre,M,
462,vestido verde de manga larga con estampado degradado de malla de vero moda,VeroModa,76.0,green ombre,L,
463,vestido verde de manga larga con estampado degradado de malla de vero moda,VeroModa,76.0,green ombre,XL,
464,vestido verde de manga larga con estampado degradado de malla de vero moda,VeroModa,76.0,green ombre,XXL,
465,vestido midi verde oliva con cremallera delantera de canalé aware de vero moda,VeroModa,87.0,olive,XXS,midi
466,vestido midi verde oliva con cremallera delantera de canalé aware de vero moda,VeroModa,87.0,olive,XS,midi
467,vestido midi verde oliva con cremallera delantera de canalé aware de vero moda,VeroModa,87.0,olive,S,midi
468,vestido midi verde oliva con cremallera delantera de canalé aware de vero moda,VeroModa,87.0,olive,M,midi
469,vestido midi verde oliva con cremallera delantera de canalé aware de vero moda,VeroModa,87.0,olive,L,midi
470,vestido midi verde oliva con cremallera delantera de canalé aware de vero moda,VeroModa,87.0,olive,XL,midi
471,vestido midi verde oliva con cremallera delantera de canalé aware de vero moda,VeroModa,87.0,olive,XXL,midi
472,vestido corto negro con cuello alto y lazada en la cintura de punto de vero moda petite,VeroModa,51.0,black,XXL,corto
473,vestido corto negro con cuello alto y lazada en la cintura de punto de vero moda petite,VeroModa,51.0,black,XXS,corto
474,vestido corto negro con cuello alto y lazada en la cintura de punto de vero moda petite,VeroModa,51.0,black,XS,corto
475,vestido corto negro con cuello alto y lazada en la cintura de punto de vero moda petite,VeroModa,51.0,black,S,corto
476,vestido corto negro con cuello alto y lazada en la cintura de punto de vero moda petite,VeroModa,51.0,black,M,corto
477,vestido corto negro con cuello alto y lazada en la cintura de punto de vero moda petite,VeroModa,51.0,black,L,corto
478,vestido corto negro con cuello alto y lazada en la cintura de punto de vero moda petite,VeroModa,51.0,black,XL,corto
479,vestido midi color crema con cuello de pico de punto premium de vero moda,VeroModa,87.0,cream,XXS,midi
480,vestido midi color crema con cuello de pico de punto premium de vero moda,VeroModa,87.0,cream,XS,midi
481,vestido midi color crema con cuello de pico de punto premium de vero moda,VeroModa,87.0,cream,S,midi
482,vestido midi color crema con cuello de pico de punto premium de vero moda,VeroModa,87.0,cream,M,midi
483,vestido midi color crema con cuello de pico de punto premium de vero moda,VeroModa,87.0,cream,L,midi
484,vestido midi color crema con cuello de pico de punto premium de vero moda,VeroModa,87.0,cream,XL,midi
485,vestido midi color crema con cuello de pico de punto premium de vero moda,VeroModa,87.0,cream,XXL,midi
486,vestido corto gris claro jaspeado abotonado de punto de vero moda petite,VeroModa,87.0,light grey,XXL,corto
487,vestido corto gris claro jaspeado abotonado de punto de vero moda petite,VeroModa,87.0,light grey,XXS,corto
488,vestido corto gris claro jaspeado abotonado de punto de vero moda petite,VeroModa,87.0,light grey,XS,corto
489,vestido corto gris claro jaspeado abotonado de punto de vero moda petite,VeroModa,87.0,light grey,S,corto
490,vestido corto gris claro jaspeado abotonado de punto de vero moda petite,VeroModa,87.0,light grey,M,corto
491,vestido corto gris claro jaspeado abotonado de punto de vero moda petite,VeroModa,87.0,light grey,L,corto
492,vestido corto gris claro jaspeado abotonado de punto de vero moda petite,VeroModa,87.0,light grey,XL,corto
493,vestido corto gris claro jaspeado abotonado de punto de vero moda tall,VeroModa,87.0,light grey,XXS,corto
494,vestido corto gris claro jaspeado abotonado de punto de vero moda tall,VeroModa,87.0,light grey,XS,corto
495,vestido corto gris claro jaspeado abotonado de punto de vero moda tall,VeroModa,87.0,light grey,S,corto
496,vestido corto gris claro jaspeado abotonado de punto de vero moda tall,VeroModa,87.0,light grey,M,corto
497,vestido corto gris claro jaspeado abotonado de punto de vero moda tall,VeroModa,87.0,light grey,L,corto
498,vestido corto gris claro jaspeado abotonado de punto de vero moda tall,VeroModa,87.0,light grey,XL,corto
499,vestido corto gris claro jaspeado abotonado de punto de vero moda tall,VeroModa,87.0,light grey,XXL,corto
500,vestido corto negro con cuello de pico pronunciado de encaje de na-kd,NAKD,55.0,black,XS,corto
501,vestido corto negro con cuello de pico pronunciado de encaje de na-kd,NAKD,55.0,black,S,corto
502,vestido corto negro con cuello de pico pronunciado de encaje de na-kd,NAKD,55.0,black,S,corto
503,vestido corto negro con cuello de pico pronunciado de encaje de na-kd,NAKD,55.0,black,M,corto
504,vestido corto negro con cuello de pico pronunciado de encaje de na-kd,NAKD,55.0,black,M,corto
505,vestido corto negro con cuello de pico pronunciado de encaje de na-kd,NAKD,55.0,black,L,corto
506,vestido corto negro con cuello de pico pronunciado de encaje de na-kd,NAKD,55.0,black,L,corto
507,vestido largo rosa estructurado con volantes de chifón de na-kd,NAKD,87.0,pink,XS,largo
508,vestido largo rosa estructurado con volantes de chifón de na-kd,NAKD,87.0,pink,S,largo
509,vestido largo rosa estructurado con volantes de chifón de na-kd,NAKD,87.0,pink,S,largo
510,vestido largo rosa estructurado con volantes de chifón de na-kd,NAKD,87.0,pink,M,largo
511,vestido largo rosa estructurado con volantes de chifón de na-kd,NAKD,87.0,pink,M,largo
512,vestido largo rosa estructurado con volantes de chifón de na-kd,NAKD,87.0,pink,L,largo
513,vestido largo rosa estructurado con volantes de chifón de na-kd,NAKD,87.0,pink,L,largo
514,vestido corto rosa con detalle de flor de chifón de na-kd,NAKD,51.0,pink,XS,corto
515,vestido corto rosa con detalle de flor de chifón de na-kd,NAKD,51.0,pink,S,corto
516,vestido corto rosa con detalle de flor de chifón de na-kd,NAKD,51.0,pink,S,corto
517,vestido corto rosa con detalle de flor de chifón de na-kd,NAKD,51.0,pink,M,corto
518,vestido corto rosa con detalle de flor de chifón de na-kd,NAKD,51.0,pink,M,corto
519,vestido corto rosa con detalle de flor de chifón de na-kd,NAKD,51.0,pink,L,corto
520,vestido corto rosa con detalle de flor de chifón de na-kd,NAKD,51.0,pink,L,corto
521,vestido de tirantes con estampado floral y detalle de aberturas de satén de love triangle ,LoveTriangle,87.0,multi,XXS,
522,vestido de tirantes con estampado floral y detalle de aberturas de satén de love triangle ,LoveTriangle,87.0,multi,XS,
523,vestido de tirantes con estampado floral y detalle de aberturas de satén de love triangle ,LoveTriangle,87.0,multi,S,
524,vestido de tirantes con estampado floral y detalle de aberturas de satén de love triangle ,LoveTriangle,87.0,multi,S,
525,vestido de tirantes con estampado floral y detalle de aberturas de satén de love triangle ,LoveTriangle,87.0,multi,M,
526,vestido de tirantes con estampado floral y detalle de aberturas de satén de love triangle ,LoveTriangle,87.0,multi,M,
527,vestido largo azul escotado con detalle floral de satén de love triangle,LoveTriangle,96.0,blue,XXS,largo
528,vestido largo azul escotado con detalle floral de satén de love triangle,LoveTriangle,96.0,blue,XS,largo
529,vestido largo azul escotado con detalle floral de satén de love triangle,LoveTriangle,96.0,blue,S,largo
530,vestido largo azul escotado con detalle floral de satén de love triangle,LoveTriangle,96.0,blue,S,largo
531,vestido largo azul escotado con detalle floral de satén de love triangle,LoveTriangle,96.0,blue,M,largo
532,vestido largo azul escotado con detalle floral de satén de love triangle,LoveTriangle,96.0,blue,M,largo
533,vestido corto color albaricoque con escote en forma de corazón de encaje de love triangle,LoveTriangle,104.0,apricot,XXS,corto
534,vestido corto color albaricoque con escote en forma de corazón de encaje de love triangle,LoveTriangle,104.0,apricot,XS,corto
535,vestido corto color albaricoque con escote en forma de corazón de encaje de love triangle,LoveTriangle,104.0,apricot,S,corto
536,vestido corto color albaricoque con escote en forma de corazón de encaje de love triangle,LoveTriangle,104.0,apricot,S,corto
537,vestido corto color albaricoque con escote en forma de corazón de encaje de love triangle,LoveTriangle,104.0,apricot,M,corto
538,vestido corto color albaricoque con escote en forma de corazón de encaje de love triangle,LoveTriangle,104.0,apricot,M,corto
539,vestido corto negro de encaje con detalle de lazo rosa de love triangle,LoveTriangle,77.0,black,XXS,corto
540,vestido corto negro de encaje con detalle de lazo rosa de love triangle,LoveTriangle,77.0,black,XS,corto
541,vestido corto negro de encaje con detalle de lazo rosa de love triangle,LoveTriangle,77.0,black,S,corto
542,vestido corto negro de encaje con detalle de lazo rosa de love triangle,LoveTriangle,77.0,black,S,corto
543,vestido corto negro de encaje con detalle de lazo rosa de love triangle,LoveTriangle,77.0,black,M,corto
544,vestido corto negro de encaje con detalle de lazo rosa de love triangle,LoveTriangle,77.0,black,M,corto
545,vestido corto negro y color crema envejecido con detalle de corsé en contraste de love triangle,LoveTriangle,94.5,black,XXS,corto
546,vestido corto negro y color crema envejecido con detalle de corsé en contraste de love triangle,LoveTriangle,94.5,black,XS,corto
547,vestido corto negro y color crema envejecido con detalle de corsé en contraste de love triangle,LoveTriangle,94.5,black,S,corto
548,vestido corto negro y color crema envejecido con detalle de corsé en contraste de love triangle,LoveTriangle,94.5,black,S,corto
549,vestido corto negro y color crema envejecido con detalle de corsé en contraste de love triangle,LoveTriangle,94.5,black,M,corto
550,vestido corto negro y color crema envejecido con detalle de corsé en contraste de love triangle,LoveTriangle,94.5,black,M,corto
551,vestido midi azul marino con detalle estilo corsé de satén de love triangle,LoveTriangle,91.0,navy,XXS,midi
552,vestido midi azul marino con detalle estilo corsé de satén de love triangle,LoveTriangle,91.0,navy,XS,midi
553,vestido midi azul marino con detalle estilo corsé de satén de love triangle,LoveTriangle,91.0,navy,S,midi
554,vestido midi azul marino con detalle estilo corsé de satén de love triangle,LoveTriangle,91.0,navy,S,midi
555,vestido midi azul marino con detalle estilo corsé de satén de love triangle,LoveTriangle,91.0,navy,M,midi
556,vestido midi azul marino con detalle estilo corsé de satén de love triangle,LoveTriangle,91.0,navy,M,midi
557,vestido corto rojo guinda con detalle floral y espalda escotada de jacquard satinado de love triangle,LoveTriangle,67.5,cherry red,XXS,corto
558,vestido corto rojo guinda con detalle floral y espalda escotada de jacquard satinado de love triangle,LoveTriangle,67.5,cherry red,XS,corto
559,vestido corto rojo guinda con detalle floral y espalda escotada de jacquard satinado de love triangle,LoveTriangle,67.5,cherry red,S,corto
560,vestido corto rojo guinda con detalle floral y espalda escotada de jacquard satinado de love triangle,LoveTriangle,67.5,cherry red,S,corto
561,vestido corto rojo guinda con detalle floral y espalda escotada de jacquard satinado de love triangle,LoveTriangle,67.5,cherry red,M,corto
562,vestido corto rojo guinda con detalle floral y espalda escotada de jacquard satinado de love triangle,LoveTriangle,67.5,cherry red,M,corto
563,vestido lencero semilargo negro de corte al bies con lazada trasera de satén de love triangle ,LoveTriangle,58.5,black,XXS,largo
564,vestido lencero semilargo negro de corte al bies con lazada trasera de satén de love triangle ,LoveTriangle,58.5,black,XS,largo
565,vestido lencero semilargo negro de corte al bies con lazada trasera de satén de love triangle ,LoveTriangle,58.5,black,S,largo
566,vestido lencero semilargo negro de corte al bies con lazada trasera de satén de love triangle ,LoveTriangle,58.5,black,S,largo
567,vestido lencero semilargo negro de corte al bies con lazada trasera de satén de love triangle ,LoveTriangle,58.5,black,M,largo
568,vestido lencero semilargo negro de corte al bies con lazada trasera de satén de love triangle ,LoveTriangle,58.5,black,M,largo
569,vestido midi negro con lazada en la espalda de encaje de love triangle ,LoveTriangle,91.5,black,XXS,midi
570,vestido midi negro con lazada en la espalda de encaje de love triangle ,LoveTriangle,91.5,black,XS,midi
571,vestido midi negro con lazada en la espalda de encaje de love triangle ,LoveTriangle,91.5,black,S,midi
572,vestido midi negro con lazada en la espalda de encaje de love triangle ,LoveTriangle,91.5,black,S,midi
573,vestido midi negro con lazada en la espalda de encaje de love triangle ,LoveTriangle,91.5,black,M,midi
574,vestido midi negro con lazada en la espalda de encaje de love triangle ,LoveTriangle,91.5,black,M,midi
575,vestido de graduación corto color ciruela de corte skater con diseño floral tridimensional y lazada en la espalda de love triangle,LoveTriangle,111.5,midnight plum,XXS,corto
576,vestido de graduación corto color ciruela de corte skater con diseño floral tridimensional y lazada en la espalda de love triangle,LoveTriangle,111.5,midnight plum,XS,corto
577,vestido de graduación corto color ciruela de corte skater con diseño floral tridimensional y lazada en la espalda de love triangle,LoveTriangle,111.5,midnight plum,S,corto
578,vestido de graduación corto color ciruela de corte skater con diseño floral tridimensional y lazada en la espalda de love triangle,LoveTriangle,111.5,midnight plum,S,corto
579,vestido de graduación corto color ciruela de corte skater con diseño floral tridimensional y lazada en la espalda de love triangle,LoveTriangle,111.5,midnight plum,M,corto
580,vestido de graduación corto color ciruela de corte skater con diseño floral tridimensional y lazada en la espalda de love triangle,LoveTriangle,111.5,midnight plum,M,corto
581,vestido semilargo marrón con estampado de lunares y ribete de encaje de love triangle,LoveTriangle,104.0,brown multi,XXS,largo
582,vestido semilargo marrón con estampado de lunares y ribete de encaje de love triangle,LoveTriangle,104.0,brown multi,XS,largo
583,vestido semilargo marrón con estampado de lunares y ribete de encaje de love triangle,LoveTriangle,104.0,brown multi,S,largo
584,vestido semilargo marrón con estampado de lunares y ribete de encaje de love triangle,LoveTriangle,104.0,brown multi,S,largo
585,vestido semilargo marrón con estampado de lunares y ribete de encaje de love triangle,LoveTriangle,104.0,brown multi,M,largo
586,vestido semilargo marrón con estampado de lunares y ribete de encaje de love triangle,LoveTriangle,104.0,brown multi,M,largo
