,nombre,marca,precio,color,talla,stock,categoria
376,jacquard floral halter mini dress,Forever21,29.99,negro,S,92.0,mini
377,jacquard floral halter mini dress,Forever21,29.99,negro,M,47.0,mini
378,jacquard floral halter mini dress,Forever21,29.99,negro,L,64.0,mini
379,jacquard floral halter mini dress,Forever21,29.99,negro,XL,39.0,mini
380,jacquard floral halter mini dress,Forever21,29.99,granate,XS,30.0,mini
381,jacquard floral halter mini dress,Forever21,29.99,granate,S,69.0,mini
382,jacquard floral halter mini dress,Forever21,29.99,granate,M,60.0,mini
383,jacquard floral halter mini dress,Forever21,29.99,granate,L,40.0,mini
384,jacquard floral halter mini dress,Forever21,29.99,granate,XL,30.0,mini
385,velour bodycon cami mini dress,Forever21,24.99,negro,XS,48.0,mini
386,velour bodycon cami mini dress,Forever21,24.99,negro,S,112.0,mini
387,velour bodycon cami mini dress,Forever21,24.99,negro,M,96.0,mini
388,velour bodycon cami mini dress,Forever21,24.99,negro,L,64.0,mini
389,velour bodycon cami mini dress,Forever21,24.99,negro,XL,48.0,mini
390,velour bodycon cami mini dress,Forever21,24.99,verde,XS,36.0,mini
391,velour bodycon cami mini dress,Forever21,24.99,verde,S,84.0,mini
392,velour bodycon cami mini dress,Forever21,24.99,verde,M,72.0,mini
393,velour bodycon cami mini dress,Forever21,24.99,verde,L,48.0,mini
394,velour bodycon cami mini dress,Forever21,24.99,verde,XL,35.0,mini
395,ruched rosette plunging maxi dress,Forever21,44.99,negro,XS,39.0,maxi
396,ruched rosette plunging maxi dress,Forever21,44.99,negro,S,91.0,maxi
397,ruched rosette plunging maxi dress,Forever21,44.99,negro,M,78.0,maxi
398,ruched rosette plunging maxi dress,Forever21,44.99,negro,L,52.0,maxi
399,ruched rosette plunging maxi dress,Forever21,44.99,negro,XL,39.0,maxi
400,organza bubble-hem mini dress,Forever21,34.99,negro,XS,69.0,mini
401,organza bubble-hem mini dress,Forever21,34.99,negro,S,161.0,mini
402,organza bubble-hem mini dress,Forever21,34.99,negro,M,138.0,mini
403,organza bubble-hem mini dress,Forever21,34.99,negro,L,92.0,mini
404,organza bubble-hem mini dress,Forever21,34.99,negro,XL,68.0,mini
405,lace & mesh combo mini dress,Forever21,29.99,verde,XS,51.0,mini
406,lace & mesh combo mini dress,Forever21,29.99,verde,S,119.0,mini
407,lace & mesh combo mini dress,Forever21,29.99,verde,M,102.0,mini
408,lace & mesh combo mini dress,Forever21,29.99,verde,L,68.0,mini
409,lace & mesh combo mini dress,Forever21,29.99,verde,XL,51.0,mini
410,tiered floral tie-back mini dress,Forever21,39.99,negro,XS,59.0,mini
411,tiered floral tie-back mini dress,Forever21,39.99,negro,S,138.0,mini
412,tiered floral tie-back mini dress,Forever21,39.99,negro,M,119.0,mini
413,tiered floral tie-back mini dress,Forever21,39.99,negro,L,77.0,mini
414,tiered floral tie-back mini dress,Forever21,39.99,negro,XL,57.0,mini
415,sequin holly jolly t-shirt dress,Forever21,39.99,rojo/blanco,S/M,299.0,
416,sequin holly jolly t-shirt dress,Forever21,39.99,rojo/blanco,L/XL,298.0,
417,asymmetrical rhinestone mini dress,Forever21,39.99,beige,S,84.0,mini
418,asymmetrical rhinestone mini dress,Forever21,39.99,beige,M,42.0,mini
419,asymmetrical rhinestone mini dress,Forever21,39.99,beige,L,42.0,mini
420,sequin santa baby t-shirt dress,Forever21,39.99,rojo/blanco,S/M,299.0,
421,sequin santa baby t-shirt dress,Forever21,39.99,rojo/blanco,L/XL,299.0,
422,mesh floral print romper,Forever21,24.99,negro,S,54.0,
423,mesh floral print romper,Forever21,24.99,negro,M,53.0,
424,mesh floral print romper,Forever21,24.99,negro,L,54.0,
425,mesh floral print romper,Forever21,24.99,negro,XL,54.0,
